LATITUDE;LONGITUDE;QUANTIDADE
-25,4729592;-49,2445174;75
-25,4725427;-49,2943114;1183
-25,4723298;-49,3475399;62
-25,4720373;-49,3394845;5
-25,4719097;-49,194626;5
-25,4716113;-49,3469571;10
-25,4715441;-49,3410425;5
-25,4714294;-49,317116;28
-25,4712923;-49,3185705;8
-25,471199;-49,2372401;26
-25,47098895;-49,25509865;5
-25,4705309;-49,2044573;47
-25,4705199;-49,1971585;15
-25,4704324;-49,3408654;8
-25,469121;-49,2749736;8
-25,4688019;-49,2063614;6
-25,4684905;-49,2969257;65
-25,4683432;-49,1996513;10
-25,4683419;-49,2066337;55
-25,4682708;-49,2004286;84
-25,468263;-49,1992774;57
-25,4679243;-49,1998994;9
-25,4672599;-49,2571326;9
-25,4672037;-49,2742933;5
-25,46716;-49,2727781;25
-25,4671382;-49,3294199;47
-25,4666671;-49,2903623;5
-25,4665454;-49,2117427;23
-25,4664702;-49,2891582;7
-25,4664348;-49,2613138;19
-25,4661948;-49,1942963;8
-25,4659701;-49,2601009;53
-25,4652841;-49,2949236;5
-25,4652827;-49,2584363;89
-25,4652115;-49,2097958;71
-25,4651793;-49,326932;11
-25,4648451;-49,2536585;18
-25,4647252;-49,2597906;25
-25,4644059;-49,3410682;29
-25,4641413;-49,261043;92
-25,464072;-49,2123482;21
-25,4636397;-49,2626403;17
-25,4633531;-49,3063645;20
-25,4633346;-49,1957714;140
-25,46333348;-49,19580063;5
-25,4632793;-49,2518757;5
-25,4620581;-49,3324592;12
-25,4619876;-49,2858443;33
-25,4612038;-49,3518196;17
-25,46097687;-49,19604946;70
-25,4609631;-49,3278995;7
-25,4609575;-49,19600654;56
-25,46047238;-49,23332657;39
-25,4604711;-49,1967901;83
-25,4604343;-49,3451625;59
-25,4603387;-49,1837191;22
-25,4603262;-49,2798223;5
-25,4602462;-49,2837609;16
-25,4601724;-49,2578292;2395
-25,460022;-49,3101692;33
-25,4599614;-49,2157649;50
-25,4599325;-49,3062333;5
-25,4597368;-49,2999528;6
-25,4596516;-49,2146327;73
-25,4591286;-49,3248578;10
-25,4588093;-49,2061537;28
-25,4586412;-49,3215105;11
-25,4584563;-49,2050363;59
-25,4584055;-49,3252463;7
-25,4582533;-49,2609444;11
-25,458213;-49,247551;5
-25,45810416;-49,22206947;20
-25,4578739;-49,2664129;10
-25,45762584;-49,24634925;23
-25,456939;-49,3223435;10
-25,456579;-49,3245571;5
-25,456489;-49,2158131;5
-25,4562519;-49,3584384;192
-25,4560177;-49,2197859;78
-25,4559941;-49,2550313;12
-25,4559577;-49,2746693;32
-25,4558873;-49,3784863;48
-25,4556494;-49,2186744;32
-25,4552202;-49,3452308;35
-25,4549948;-49,2050396;23
-25,4549734;-49,2024927;22
-25,4549073;-49,3536181;9
-25,4543202;-49,1980722;8
-25,4538869;-49,3551151;25
-25,453847;-49,2880156;114
-25,4536678;-49,2438514;5
-25,45353115;-49,29899747;245
-25,45335597;-49,2004001;33
-25,4532674;-49,3239356;34
-25,4528492;-49,3625138;37
-25,4528293;-49,2277165;5
-25,4526978;-49,2145997;14
-25,452602;-49,2668432;5
-25,4525193;-49,2143941;173
-25,452348;-49,2551649;8
-25,4519848;-49,3044409;21
-25,4513325;-49,2758909;11
-25,4513179;-49,2184737;82
-25,4509796;-49,241743;16
-25,4507621;-49,355397;173
-25,4505378;-49,2529486;34
-25,450523;-49,2180668;80
-25,4503402;-49,3542525;50
-25,4503192;-49,2611793;9
-25,4498209;-49,2437259;19
-25,4497606;-49,2283163;25
-25,4497347;-49,2468914;30
-25,449638;-49,262827;26
-25,449157;-49,27598267;39
-25,4489905;-49,2185087;5
-25,4486682;-49,2017867;12
-25,4485677;-49,2014167;6
-25,4482678;-49,2679522;9
-25,4482495;-49,2597971;12
-25,447974;-49,2574257;49
-25,4478994;-49,2248634;51
-25,4477932;-49,2841497;5
-25,447286;-49,2597604;16
-25,44603711;-49,21546103;13
-25,445815;-49,2034515;55
-25,4457819;-49,2091056;6
-25,445716;-49,3555802;9
-25,44570315;-49,28726027;23
-25,4456544;-49,2910326;91
-25,4442083;-49,2407948;154
-25,44401655;-49,27170189;14
-25,4437796;-49,2278257;6
-25,4437604;-49,2884759;6
-25,443329;-49,2084959;7
-25,44332345;-49,24089922;6
-25,4432309;-49,277025;8
-25,4432224;-49,2437652;13
-25,4430634;-49,2257702;24
-25,4427926;-49,2662569;112
-25,4427131;-49,2338935;285
-25,44268605;-49,28577568;12
-25,4424389;-49,2683445;292
-25,4424299;-49,3576744;5
-25,4423163;-49,2786288;6
-25,4419389;-49,2595354;5
-25,4416751;-49,2833796;10
-25,441646;-49,2723309;27
-25,4415713;-49,2042997;11
-25,4414617;-49,2584907;162
-25,441289;-49,3354198;39
-25,4411823;-49,2909971;9
-25,441061;-49,2483701;6
-25,4409861;-49,3156229;58
-25,4407039;-49,3156685;6
-25,4405662;-49,3498134;73
-25,4405007;-49,2397916;81
-25,4400511;-49,2575255;9
-25,4399722;-49,2106112;32
-25,4398175;-49,2217413;937
-25,43956;-49,2826897;20
-25,4394904;-49,2238585;107
-25,4391448;-49,2432669;5
-25,4389121;-49,2651378;48
-25,4388179;-49,215938;7
-25,4385361;-49,3550879;7
-25,4382835;-49,272636;69
-25,4382718;-49,2772825;21
-25,4381926;-49,2607929;125
-25,4379351;-49,2453703;52
-25,4379197;-49,2512464;21
-25,437821;-49,3051228;5
-25,4378069;-49,360039;15
-25,4377499;-49,2919084;26
-25,4376594;-49,2526662;5
-25,43729089;-49,26657121;54
-25,4371843;-49,3102321;341
-25,4367946;-49,274579;31
-25,4367417;-49,2771789;39
-25,4367092;-49,2734819;760
-25,4364331;-49,3296203;210
-25,4363933;-49,26674239;8
-25,4363141;-49,2724875;8
-25,4362232;-49,2354556;7
-25,4361932;-49,3581513;27
-25,436029;-49,2791802;27
-25,4359834;-49,2528777;13
-25,4356363;-49,3496171;5
-25,4356181;-49,2511039;7
-25,43527;-49,2603221;29
-25,4351488;-49,2768617;5
-25,4350818;-49,3016891;20
-25,4350551;-49,3244545;14
-25,4349107;-49,2687402;211
-25,4347546;-49,2951269;6
-25,4345625;-49,2645172;264
-25,4343187;-49,2745117;23
-25,4343096;-49,2208314;69
-25,4341267;-49,258001;949
-25,4340974;-49,2861093;30
-25,4339157;-49,2761944;12
-25,4337706;-49,2192075;70
-25,4337102;-49,2566797;9
-25,4336322;-49,2765054;191
-25,4336229;-49,2634212;218
-25,4335076;-49,2546442;6
-25,4334569;-49,2773938;43
-25,4333811;-49,2602037;68
-25,4333115;-49,2768844;9
-25,4331229;-49,2645255;54
-25,4328735;-49,2987196;379
-25,4328365;-49,2867283;23
-25,4328007;-49,2729081;10
-25,4327407;-49,2700594;44
-25,4325481;-49,2507133;6
-25,4321506;-49,2742701;25
-25,4320125;-49,2619334;8
-25,4319977;-49,275536;17
-25,4317689;-49,2216499;6
-25,4315922;-49,2784628;233
-25,4312965;-49,2751215;9
-25,43115423;-49,32622644;60
-25,4310945;-49,2729002;60
-25,431069;-49,2632221;29
-25,43101675;-49,32548556;6
-25,4309418;-49,2767381;76
-25,4308119;-49,2625375;10
-25,4308083;-49,3531699;32
-25,4307258;-49,2157059;16
-25,4306946;-49,2555683;5
-25,4306558;-49,2702249;318
-25,430635;-49,2808535;16
-25,4305671;-49,2931084;12
-25,43024;-49,2134492;7
-25,4301782;-49,2479489;5
-25,4301482;-49,2745115;26
-25,4301318;-49,2707621;62
-25,4299804;-49,3220164;14
-25,4299656;-49,2716245;615
-25,4297671;-49,2629663;22
-25,42974135;-49,26953282;44
-25,4297248;-49,3523186;8
-25,4296044;-49,26951944;32
-25,4294355;-49,3424299;22
-25,4294103;-49,2022276;5
-25,4292577;-49,35150842;7
-25,4292177;-49,3438017;5
-25,4291193;-49,2672158;86
-25,4286603;-49,2705845;28
-25,428444;-49,2669541;40
-25,428295;-49,2849761;10
-25,4281438;-49,2618004;26
-25,4280112;-49,2710255;80
-25,4279209;-49,2346584;92
-25,4279146;-49,2710686;123
-25,4278702;-49,2477323;119
-25,4275332;-49,3051045;12
-25,427503;-49,2735759;11
-25,42747415;-49,27206142;45
-25,4274542;-49,2586979;23
-25,4273932;-49,2851692;117
-25,4273021;-49,2547418;15
-25,4271586;-49,3309502;8
-25,4271523;-49,27371295;29
-25,427075;-49,21387191;845
-25,4270601;-49,3100641;23
-25,427007;-49,2777422;28
-25,426716;-49,3436139;36
-25,4267017;-49,2108153;6
-25,4266557;-49,2625699;35
-25,42663585;-49,27186275;13
-25,4264091;-49,2686733;64
-25,4262916;-49,2010637;39
-25,4261461;-49,2753671;296
-25,4260675;-49,24995453;86
-25,4258623;-49,1986281;9
-25,4257932;-49,2151691;17
-25,4257832;-49,2778439;48
-25,4257434;-49,338661;11
-25,4252903;-49,2688098;420
-25,42514;-49,2703241;57
-25,424748;-49,2662857;31
-25,4246217;-49,2957796;5
-25,4245106;-49,2795089;187
-25,4244818;-49,2749523;45
-25,4242013;-49,270016;231
-25,4240364;-49,2626657;23
-25,4239647;-49,2720819;14
-25,4239476;-49,2728198;43
-25,4236189;-49,2742333;25
-25,4230825;-49,2451526;6
-25,4229769;-49,3056279;183
-25,4228092;-49,2133156;5
-25,4225536;-49,2753614;11
-25,4225271;-49,2630473;33
-25,4221415;-49,1981607;13
-25,421843;-49,274515;67
-25,4217327;-49,3557177;12
-25,42169683;-49,27513442;28
-25,42165807;-49,27503786;24
-25,42161931;-49,27451214;53
-25,42120825;-49,2251082;127
-25,4211199;-49,342708;5
-25,42088785;-49,274842;24
-25,4197202;-49,2002807;6
-25,4192357;-49,3607353;70
-25,4183889;-49,3416765;27
-25,4180221;-49,3435797;5
-25,4178948;-49,2037652;16
-25,4175408;-49,2684528;8
-25,4167046;-49,2675865;8
-25,4161597;-49,2478185;15
-25,4150228;-49,2705364;28
-25,4148379;-49,2867618;13
-25,414766;-49,3401428;33
-25,4145967;-49,3557517;6
-25,4141006;-49,2812651;9
-25,4130082;-49,2164143;8
-25,4128386;-49,2874457;6
-25,4125736;-49,3383767;115
-25,412543;-49,202365;50
-25,4125015;-49,3556067;35
-25,4124742;-49,3574844;8
-25,4115353;-49,2573509;668
-25,4110832;-49,2545895;8
-25,4109225;-49,2997627;8
-25,4108234;-49,2057915;17
-25,4101456;-49,3609938;7
-25,4094994;-49,220605;5
-25,4094572;-49,2551916;11
-25,4093016;-49,2661648;11
-25,4086381;-49,2042048;7
-25,4079545;-49,3228385;88
-25,4072436;-49,2510929;113
-25,4070055;-49,2871821;18
-25,4068797;-49,2037646;5
-25,4058429;-49,2419631;16
-25,4047809;-49,2525282;5
-25,4021146;-49,2943786;7
-25,4020874;-49,2034017;34
-25,4014359;-49,244081;10
-25,4011939;-49,2012464;16
-25,4004806;-49,3285241;23
-25,4002313;-49,2068901;6
-25,3994498;-49,2007792;47
-25,3985926;-49,283686;26
-25,3985623;-49,3290518;7
-25,3985079;-49,3443341;17
-25,3980903;-49,2052831;6
-25,3976032;-49,2881505;11
-25,3974866;-49,3309819;17
-25,3959934;-49,2165465;15
-25,3959085;-49,3063617;23
-25,3945543;-49,2295903;14
-25,3942937;-49,3144709;7
-25,3941977;-49,3262371;14
-25,3934069;-49,3456971;13
-25,3926396;-49,2266561;10
-25,3924686;-49,2905573;90
-25,3912035;-49,2969949;8
-25,390984;-49,2327403;21
-25,390733;-49,3547755;12
-25,3905456;-49,2574932;6
-25,3905452;-49,2954219;15
-25,39026108;-49,28367893;7
-25,3901979;-49,3550219;218
-25,3901559;-49,3431525;5
-25,3901065;-49,2863081;6
-25,3898779;-49,2666773;7
-25,3897801;-49,2947136;22
-25,3896659;-49,2321861;16
-25,38962661;-49,20614601;5
-25,3895;-49,2248593;60
-25,3894909;-49,2844846;26
-25,3891127;-49,3326772;16
-25,38910849;-49,34105019;5
-25,3889689;-49,2937359;6
-25,3889306;-49,2642993;7
-25,3887983;-49,2362453;22
-25,388687;-49,3558189;8
-25,3882995;-49,2861321;107
-25,3877042;-49,1981323;6
-25,3872041;-49,302618;74
-25,3871397;-49,2184257;46
-25,3870959;-49,2714815;17
-25,3865048;-49,3325692;10
-25,3861549;-49,26017;41
-25,3857196;-49,2471906;5
-25,3855462;-49,2409434;5
-25,385291;-49,2796419;15
-25,3849287;-49,2316495;70
-25,3844852;-49,204667;10
-25,3842965;-49,3348105;26
-25,3842264;-49,237851;13
-25,3839428;-49,27699264;50
-25,3835291;-49,1980004;13
-25,3833996;-49,2008021;37
-25,3831738;-49,2046651;48
-25,3831491;-49,1975762;10
-25,3828151;-49,1981803;16
-25,3826546;-49,2680084;184
-25,3825797;-49,2534197;7
-25,3825428;-49,1968207;68
-25,3820752;-49,328786;7
-25,3820208;-49,2734965;6
-25,380939;-49,2966099;9
-25,380345;-49,2956619;47
-25,3796636;-49,2457531;20
-25,3793745;-49,2817832;5
-25,3783536;-49,28122;236
-25,3782459;-49,2563786;12
-25,3781096;-49,3265842;12
-25,3778873;-49,2609759;13
-25,3770509;-49,2217195;7
-25,3769899;-49,2627041;56
-25,3767572;-49,2575666;77
-25,3767466;-49,237842;11
-25,375341;-49,2525005;8
-25,3746986;-49,262867;5
-25,3743569;-49,3585092;15
-25,3736251;-49,2421607;5
-25,3735777;-49,2102824;8
-25,3734928;-49,2263241;18
-25,3726439;-49,2111259;27
-25,3712259;-49,2199774;12
-25,371153;-49,2367654;6
-25,370426;-49,2608848;38
-25,3700186;-49,2696917;11
-25,3699691;-49,2444013;7
-25,3692239;-49,2731881;10
-25,3688422;-49,2213893;5
-25,3686847;-49,2446977;20
-25,3686842;-49,2406591;5
-25,3685794;-49,2694039;15
-25,3681383;-49,2427079;5
-25,3663135;-49,2419295;9
-25,3647482;-49,2304862;11
-25,3643427;-49,2748068;30
-25,3640078;-49,2782779;5
-25,3630655;-49,2306333;49
-25,3628297;-49,2336335;6
-25,3626209;-49,223602;6
-25,3575415;-49,2685506;5
-25,3568329;-49,2636086;203
-25,3564473;-49,2738361;19
-25,3555425;-49,2803622;56
-25,3535844;-49,2577308;25
-25,3533714;-49,266524;13
-25,3485497;-49,25585;14
