Latitude;Longitude;Bairro
-25,41090062;-49,34834583;Santa Felicidade
-25,41835849;-49,34827716;São Braz
-25,41835849;-49,34827716;São Braz
-25,44334651;-49,3479522;Campo Comprido
-25,41054399;-49,34735019;Santa Felicidade
-25,41816265;-49,34724719;São Braz
-25,44316181;-49,34695779;Campo Comprido
-25,41018737;-49,34635455;Santa Felicidade
-25,4179668;-49,34621722;São Braz
-25,44297712;-49,34596337;Campo Comprido
-25,40983074;-49,34535892;São Braz
-25,41777095;-49,34518726;São Braz
-25,44279243;-49,34496895;Campo Comprido
-25,40947411;-49,34436328;Santa Felicidade
-25,4175751;-49,34415729;São Braz
-25,44260773;-49,34397454;Campo Comprido
-25,40911748;-49,34336765;Santa Felicidade
-25,41737925;-49,34312732;São Braz
-25,44242304;-49,34298012;Mossunguê
-25,40876085;-49,34237201;Santa Felicidade
-25,4171834;-49,34209735;São Braz
-25,44223835;-49,3419857;Mossunguê
-25,40840422;-49,34137637;Santa Felicidade
-25,41698756;-49,34106738;São Braz
-25,44205365;-49,34099129;Mossunguê
-25,40804759;-49,34038074;Santa Felicidade
-25,41679171;-49,34003742;São Braz
-25,44186896;-49,33999687;Mossunguê
-25,40769096;-49,3393851;Santa Felicidade
-25,41659586;-49,33900745;São Braz
-25,44168426;-49,33900245;Mossunguê
-25,40733433;-49,33838947;Santa Felicidade
-25,51665519;-49,33813967;Cidade Industrial de Curitiba
-25,51665519;-49,33813967;Cidade Industrial de Curitiba
-25,44149957;-49,33800804;Campo Comprido
-25,41640001;-49,33797748;São Braz
-25,51762059;-49,33771175;Cidade Industrial de Curitiba
-25,51577715;-49,33759407;Cidade Industrial de Curitiba
-25,4069777;-49,33739383;Santa Felicidade
-25,518586;-49,33728382;Cidade Industrial de Curitiba
-25,54258484;-49,33723033;Cidade Industrial de Curitiba
-25,54258484;-49,33723033;Cidade Industrial de Curitiba
-25,51489911;-49,33704846;Cidade Industrial de Curitiba
-25,44131488;-49,33701362;Mossunguê
-25,41620416;-49,33694751;Santa Felicidade
-25,54360721;-49,33689457;Cidade Industrial de Curitiba
-25,5195514;-49,33685589;Cidade Industrial de Curitiba
-25,54163306;-49,33659379;Cidade Industrial de Curitiba
-25,54462959;-49,33655881;Cidade Industrial de Curitiba
-25,51402107;-49,33650285;Cidade Industrial de Curitiba
-25,5205168;-49,33642797;Cidade Industrial de Curitiba
-25,40662107;-49,33639819;Santa Felicidade
-25,54565196;-49,33622306;Cidade Industrial de Curitiba
-25,44113018;-49,3360192;Campo Comprido
-25,5214822;-49,33600004;Cidade Industrial de Curitiba
-25,54068127;-49,33595725;Cidade Industrial de Curitiba
-25,51314304;-49,33595725;Cidade Industrial de Curitiba
-25,41600831;-49,33591754;Santa Felicidade
-25,54667434;-49,3358873;Cidade Industrial de Curitiba
-25,39254088;-49,33566005;Santa Felicidade
-25,39359653;-49,33564024;Santa Felicidade
-25,39465219;-49,33562044;Santa Felicidade
-25,39570785;-49,33560063;Santa Felicidade
-25,39676351;-49,33558082;Santa Felicidade
-25,5224476;-49,33557211;Cidade Industrial de Curitiba
-25,39781917;-49,33556102;Santa Felicidade
-25,54769671;-49,33555154;Cidade Industrial de Curitiba
-25,39887483;-49,33554121;Santa Felicidade
-25,39993049;-49,3355214;Santa Felicidade
-25,40098615;-49,33550159;Santa Felicidade
-25,40204181;-49,33548179;Santa Felicidade
-25,40309746;-49,33546198;Santa Felicidade
-25,40415312;-49,33544217;Santa Felicidade
-25,40520878;-49,33542237;Santa Felicidade
-25,512265;-49,33541164;Cidade Industrial de Curitiba
-25,40626444;-49,33540256;Santa Felicidade
-25,40626444;-49,33540256;Santa Felicidade
-25,53972949;-49,33532071;Cidade Industrial de Curitiba
-25,54871909;-49,33521578;Cidade Industrial de Curitiba
-25,39246334;-49,33514507;Santa Felicidade
-25,523413;-49,33514419;Cidade Industrial de Curitiba
-25,44094549;-49,33502479;Mossunguê
-25,41581247;-49,33488757;Santa Felicidade
-25,54974146;-49,33488002;Cidade Industrial de Curitiba
-25,51138696;-49,33486603;Cidade Industrial de Curitiba
-25,5243784;-49,33471626;Cidade Industrial de Curitiba
-25,53877771;-49,33468416;Cidade Industrial de Curitiba
-25,55076384;-49,33454427;Cidade Industrial de Curitiba
-25,51050892;-49,33432043;Cidade Industrial de Curitiba
-25,5253438;-49,33428833;Cidade Industrial de Curitiba
-25,55178621;-49,33420851;Cidade Industrial de Curitiba
-25,39204655;-49,33419378;Santa Felicidade
-25,53782593;-49,33404762;Cidade Industrial de Curitiba
-25,4407608;-49,33403037;Mossunguê
-25,55280859;-49,33387275;Tatuquara
-25,5263092;-49,33386041;Cidade Industrial de Curitiba
-25,41561662;-49,33385761;Santa Felicidade
-25,50963088;-49,33377482;Cidade Industrial de Curitiba
-25,55383096;-49,33353699;Tatuquara
-25,52727461;-49,33343248;Cidade Industrial de Curitiba
-25,53687414;-49,33341108;Cidade Industrial de Curitiba
-25,39162976;-49,33324249;Santa Felicidade
-25,50875284;-49,33322921;Cidade Industrial de Curitiba
-25,55485334;-49,33320123;Tatuquara
-25,4405761;-49,33303595;Mossunguê
-25,52824001;-49,33300455;Cidade Industrial de Curitiba
-25,55587571;-49,33286548;Tatuquara
-25,41542077;-49,33282764;Santa Felicidade
-25,53592236;-49,33277454;Cidade Industrial de Curitiba
-25,5078748;-49,33268361;Cidade Industrial de Curitiba
-25,52920541;-49,33257663;Cidade Industrial de Curitiba
-25,39121297;-49,3322912;Santa Felicidade
-25,53017081;-49,3321487;Cidade Industrial de Curitiba
-25,53497058;-49,332138;Cidade Industrial de Curitiba
-25,50699676;-49,332138;Cidade Industrial de Curitiba
-25,51222362;-49,332138;Cidade Industrial de Curitiba
-25,44039141;-49,33204154;Mossunguê
-25,41522492;-49,33179767;São Braz
-25,53113621;-49,33172077;Cidade Industrial de Curitiba
-25,50611872;-49,33159239;Cidade Industrial de Curitiba
-25,5340188;-49,33150146;Cidade Industrial de Curitiba
-25,39079618;-49,33133991;Santa Felicidade
-25,53210161;-49,33129284;Cidade Industrial de Curitiba
-25,51283325;-49,33117669;Cidade Industrial de Curitiba
-25,44020672;-49,33104712;Mossunguê
-25,50524068;-49,33104679;Cidade Industrial de Curitiba
-25,53306701;-49,33086492;Cidade Industrial de Curitiba
-25,53306701;-49,33086492;Cidade Industrial de Curitiba
-25,41502907;-49,3307677;Santa Felicidade
-25,50436264;-49,33050118;Cidade Industrial de Curitiba
-25,3903794;-49,33038862;Santa Felicidade
-25,51344289;-49,33021539;Cidade Industrial de Curitiba
-25,44002202;-49,3300527;Mossunguê
-25,5034846;-49,32995557;Cidade Industrial de Curitiba
-25,41483322;-49,32973773;Santa Felicidade
-25,38996261;-49,32943733;Santa Felicidade
-25,50260656;-49,32940997;Cidade Industrial de Curitiba
-25,51405252;-49,32925408;Cidade Industrial de Curitiba
-25,43983733;-49,32905829;Mossunguê
-25,50172852;-49,32886436;Cidade Industrial de Curitiba
-25,41463738;-49,32870777;Santa Felicidade
-25,41463738;-49,32870777;Santa Felicidade
-25,38954582;-49,32848604;Santa Felicidade
-25,50085048;-49,32831875;Cidade Industrial de Curitiba
-25,51466216;-49,32829277;Cidade Industrial de Curitiba
-25,43965264;-49,32806387;Mossunguê
-25,41553857;-49,32796748;Santa Felicidade
-25,49997244;-49,32777315;Cidade Industrial de Curitiba
-25,38912903;-49,32753475;Santa Felicidade
-25,51527179;-49,32733147;Cidade Industrial de Curitiba
-25,4990944;-49,32722754;Cidade Industrial de Curitiba
-25,41643977;-49,32722719;Santa Felicidade
-25,43946794;-49,32706945;Mossunguê
-25,49821636;-49,32668193;Cidade Industrial de Curitiba
-25,38871224;-49,32658346;Santa Felicidade
-25,41734096;-49,3264869;Santa Felicidade
-25,51588143;-49,32637016;Cidade Industrial de Curitiba
-25,49733832;-49,32613633;Cidade Industrial de Curitiba
-25,43928325;-49,32607504;Mossunguê
-25,41824216;-49,32574661;Santa Felicidade
-25,38829546;-49,32563217;Santa Felicidade
-25,49646028;-49,32559072;Cidade Industrial de Curitiba
-25,51649106;-49,32540885;Cidade Industrial de Curitiba
-25,51649106;-49,32540885;Cidade Industrial de Curitiba
-25,43909856;-49,32508062;Mossunguê
-25,49558224;-49,32504511;Cidade Industrial de Curitiba
-25,41914335;-49,32500632;Santa Felicidade
-25,38787867;-49,32468088;Santa Felicidade
-25,4947042;-49,32449951;Cidade Industrial de Curitiba
-25,51620657;-49,32435401;Cidade Industrial de Curitiba
-25,42004455;-49,32426603;Santa Felicidade
-25,43891386;-49,3240862;Mossunguê
-25,49382617;-49,3239539;Cidade Industrial de Curitiba
-25,38746188;-49,32372959;Santa Felicidade
-25,42094574;-49,32352574;Santa Felicidade
-25,49294813;-49,32340829;Cidade Industrial de Curitiba
-25,51592207;-49,32329917;Cidade Industrial de Curitiba
-25,43872917;-49,32309179;Mossunguê
-25,49207009;-49,32286269;Cidade Industrial de Curitiba
-25,42184694;-49,32278545;Santo Inácio
-25,42184694;-49,32278545;Santo Inácio
-25,38704509;-49,3227783;Santa Felicidade
-25,49119205;-49,32231708;Cidade Industrial de Curitiba
-25,4913766;-49,32231708;Cidade Industrial de Curitiba
-25,51563757;-49,32224433;Cidade Industrial de Curitiba
-25,43854448;-49,32209737;Mossunguê
-25,38662831;-49,32182701;Santa Felicidade
-25,49230181;-49,32178801;Cidade Industrial de Curitiba
-25,49031401;-49,32177147;Cidade Industrial de Curitiba
-25,42192962;-49,32172115;Santo Inácio
-25,49322702;-49,32125893;Cidade Industrial de Curitiba
-25,48943597;-49,32122587;Cidade Industrial de Curitiba
-25,50565802;-49,32122587;Cidade Industrial de Curitiba
-25,51535308;-49,32118949;Cidade Industrial de Curitiba
-25,43835978;-49,32110295;Mossunguê
-25,38621152;-49,32087572;São João
-25,49415223;-49,32072986;Cidade Industrial de Curitiba
-25,48855793;-49,32068026;Cidade Industrial de Curitiba
-25,42201231;-49,32065685;Santo Inácio
-25,50527109;-49,32025807;Cidade Industrial de Curitiba
-25,49507744;-49,32020079;Cidade Industrial de Curitiba
-25,48767989;-49,32013465;Fazendinha
-25,51506858;-49,32013465;Cidade Industrial de Curitiba
-25,43817509;-49,32010853;Mossunguê
-25,38579473;-49,31992443;São João
-25,49600265;-49,31967172;Cidade Industrial de Curitiba
-25,422095;-49,31959255;Cascatinha
-25,48680185;-49,31958905;Fazendinha
-25,50488416;-49,31929026;Cidade Industrial de Curitiba
-25,49692786;-49,31914264;Cidade Industrial de Curitiba
-25,4379904;-49,31911412;Mossunguê
-25,51478409;-49,31907981;Cidade Industrial de Curitiba
-25,48592381;-49,31904344;Portão
-25,38537794;-49,31897314;São João
-25,49785307;-49,31861357;Cidade Industrial de Curitiba
-25,42217769;-49,31852825;Cascatinha
-25,48504577;-49,31849783;Portão
-25,50449723;-49,31832246;Cidade Industrial de Curitiba
-25,4378057;-49,3181197;Mossunguê
-25,49877828;-49,3180845;Cidade Industrial de Curitiba
-25,51449959;-49,31802498;Cidade Industrial de Curitiba
-25,38496115;-49,31802185;São João
-25,48416773;-49,31795223;Fazendinha
-25,49970349;-49,31755542;Cidade Industrial de Curitiba
-25,42226037;-49,31746395;Cascatinha
-25,48328969;-49,31740662;Fazendinha
-25,5041103;-49,31735466;Cidade Industrial de Curitiba
-25,43762101;-49,31712528;Mossunguê
-25,38454437;-49,31707056;São João
-25,5006287;-49,31702635;Cidade Industrial de Curitiba
-25,51421509;-49,31697014;Cidade Industrial de Curitiba
-25,48241165;-49,31686101;Portão
-25,50155391;-49,31649728;Cidade Industrial de Curitiba
-25,42234306;-49,31639965;Cascatinha
-25,50372337;-49,31638686;Cidade Industrial de Curitiba
-25,48153361;-49,31631541;Fazendinha
-25,43743632;-49,31613087;Mossunguê
-25,38412758;-49,31611927;São João
-25,50247912;-49,3159682;Cidade Industrial de Curitiba
-25,5139306;-49,3159153;Cidade Industrial de Curitiba
-25,48065557;-49,3157698;Fazendinha
-25,50340432;-49,31543913;Cidade Industrial de Curitiba
-25,50333644;-49,31541905;Cidade Industrial de Curitiba
-25,42242575;-49,31533535;Cascatinha
-25,47977753;-49,31522419;Fazendinha
-25,38371079;-49,31516798;São João
-25,43725162;-49,31513645;Campina do Siqueira
-25,50432953;-49,31491006;Cidade Industrial de Curitiba
-25,5136461;-49,31486046;Cidade Industrial de Curitiba
-25,47889949;-49,31467859;Fazendinha
-25,47889949;-49,31467859;Fazendinha
-25,50294951;-49,31445125;Cidade Industrial de Curitiba
-25,50525474;-49,31438098;Cidade Industrial de Curitiba
-25,42250844;-49,31427104;Cascatinha
-25,383294;-49,31421669;São João
-25,43706693;-49,31414203;Campina do Siqueira
-25,50617995;-49,31385191;Cidade Industrial de Curitiba
-25,5133616;-49,31380562;Cidade Industrial de Curitiba
-25,47861433;-49,31364481;Fazendinha
-25,50256258;-49,31348345;Cidade Industrial de Curitiba
-25,50710516;-49,31332284;Cidade Industrial de Curitiba
-25,38287721;-49,3132654;São João
-25,42259112;-49,31320674;Cascatinha
-25,43688224;-49,31314762;Campina do Siqueira
-25,43224773;-49,31304183;Campina do Siqueira
-25,50803037;-49,31279376;Cidade Industrial de Curitiba
-25,51307711;-49,31275078;Cidade Industrial de Curitiba
-25,43320565;-49,31264017;Campina do Siqueira
-25,47832917;-49,31261103;Fazendinha
-25,4319241;-49,3125716;Campina do Siqueira
-25,50217565;-49,31251565;Cidade Industrial de Curitiba
-25,38246043;-49,31231411;São João
-25,38246043;-49,31231411;São João
-25,50895558;-49,31226469;Cidade Industrial de Curitiba
-25,43416357;-49,3122385;Campina do Siqueira
-25,43093089;-49,31222827;Bigorrilho
-25,43669754;-49,3121532;Mossunguê
-25,42267381;-49,31214244;Cascatinha
-25,42993768;-49,31188495;Bigorrilho
-25,4351215;-49,31183684;Campina do Siqueira
-25,50988079;-49,31173562;Cidade Industrial de Curitiba
-25,51279261;-49,31169594;Capão Raso
-25,478044;-49,31157724;Fazendinha
-25,50178872;-49,31154784;Cidade Industrial de Curitiba
-25,42894448;-49,31154163;Santo Inácio
-25,43607942;-49,31143518;Campina do Siqueira
-25,382986;-49,31136997;São João
-25,510806;-49,31120655;Cidade Industrial de Curitiba
-25,42795127;-49,31119831;Santo Inácio
-25,43651285;-49,31115878;Mossunguê
-25,4227565;-49,31107814;Cascatinha
-25,43703734;-49,31103352;Mossunguê
-25,42695807;-49,31085498;Santo Inácio
-25,51173121;-49,31067747;Cidade Industrial de Curitiba
-25,51250811;-49,3106411;Capão Raso
-25,43799526;-49,31063185;Campina do Siqueira
-25,5014018;-49,31058004;Cidade Industrial de Curitiba
-25,47775884;-49,31054346;Portão
-25,42596486;-49,31051166;Santo Inácio
-25,38351157;-49,31042583;São João
-25,43895319;-49,31023019;Campina do Siqueira
-25,42497166;-49,31016834;Cascatinha
-25,43632816;-49,31016437;Mossunguê
-25,42283919;-49,31001384;Cascatinha
-25,43991111;-49,30982853;Campina do Siqueira
-25,42397845;-49,30982502;Cascatinha
-25,50101487;-49,30961224;Cidade Industrial de Curitiba
-25,51222362;-49,30958626;Capão Raso
-25,51222362;-49,30958626;Capão Raso
-25,47747368;-49,30950968;Portão
-25,42298525;-49,30948169;Cascatinha
-25,38403715;-49,30948169;São João
-25,44086903;-49,30942687;Campina do Siqueira
-25,43614346;-49,30916995;Mossunguê
-25,42199204;-49,30913837;Cascatinha
-25,44182695;-49,3090252;Campina do Siqueira
-25,42292187;-49,30894954;Cascatinha
-25,42099884;-49,30879505;Cascatinha
-25,50062794;-49,30864444;Capão Raso
-25,44278488;-49,30862354;Campina do Siqueira
-25,38456272;-49,30853756;São João
-25,51223226;-49,30851419;Capão Raso
-25,47718852;-49,3084759;Portão
-25,42000563;-49,30845172;Cascatinha
-25,4437428;-49,30822188;Campina do Siqueira
-25,43605643;-49,30817553;Campina do Siqueira
-25,43595877;-49,30817553;Campina do Siqueira
-25,41901242;-49,3081084;Cascatinha
-25,42300456;-49,30788524;Cascatinha
-25,44470072;-49,30782022;Campina do Siqueira
-25,41801922;-49,30776508;Cascatinha
-25,50024101;-49,30767664;Capão Raso
-25,38508829;-49,30759342;São João
-25,47690335;-49,30744212;Portão
-25,51224089;-49,30744212;Capão Raso
-25,41702601;-49,30742176;Cascatinha
-25,44565864;-49,30741855;Seminário
-25,43568043;-49,30718065;Campina do Siqueira
-25,41603281;-49,30707843;Mercês
-25,44661657;-49,30701689;Seminário
-25,42308725;-49,30682094;Bigorrilho
-25,49985408;-49,30670883;Capão Raso
-25,38561387;-49,30664928;São João
-25,44757449;-49,30661523;Seminário
-25,47661819;-49,30640834;Portão
-25,51224953;-49,30637005;Capão Raso
-25,44853241;-49,30621357;Seminário
-25,43530444;-49,30618576;Bigorrilho
-25,44949033;-49,3058119;Seminário
-25,49946715;-49,30574103;Capão Raso
-25,38613944;-49,30570514;São João
-25,45044826;-49,30541024;Seminário
-25,47633303;-49,30537456;Portão
-25,51225817;-49,30529798;Capão Raso
-25,4064195;-49,30527599;São João
-25,40535123;-49,30519493;São João
-25,43492845;-49,30519087;Bigorrilho
-25,40428295;-49,30511386;São João
-25,40321468;-49,3050328;São João
-25,45140618;-49,30500858;Seminário
-25,40214641;-49,30495174;São João
-25,40107814;-49,30487068;Vista Alegre
-25,40000986;-49,30478962;São João
-25,49908022;-49,30477323;Capão Raso
-25,38666501;-49,30476101;São João
-25,39894159;-49,30470855;São João
-25,39787332;-49,30462749;São João
-25,4523641;-49,30460692;Seminário
-25,39680504;-49,30454643;Pilarzinho
-25,45208659;-49,30453087;Seminário
-25,45197353;-49,30449878;Seminário
-25,39573677;-49,30446537;Pilarzinho
-25,3946685;-49,3043843;Pilarzinho
-25,47604786;-49,30434078;Portão
-25,38719059;-49,30433185;São João
-25,39360023;-49,30430324;Pilarzinho
-25,51226681;-49,30422591;Capão Raso
-25,39253195;-49,30422218;Pilarzinho
-25,43455246;-49,30419599;Bigorrilho
-25,39146368;-49,30414112;Pilarzinho
-25,39039541;-49,30406005;Pilarzinho
-25,45290106;-49,3040482;Seminário
-25,38932713;-49,30397899;Pilarzinho
-25,38825886;-49,30389793;São João
-25,38719059;-49,30381687;São João
-25,38719059;-49,30381687;São João
-25,49869329;-49,30380543;Capão Raso
-25,4538286;-49,30359761;Seminário
-25,45171791;-49,3035734;Seminário
-25,4757627;-49,303307;Portão
-25,38693372;-49,30330188;São João
-25,43417646;-49,3032011;Bigorrilho
-25,51227545;-49,30315384;Capão Raso
-25,45475614;-49,30314703;Seminário
-25,49830636;-49,30283762;Capão Raso
-25,45568367;-49,30269645;Vila Izabel
-25,45134923;-49,30261594;Seminário
-25,47547754;-49,30227322;Portão
-25,38667686;-49,30227192;Pilarzinho
-25,45661121;-49,30224586;Vila Izabel
-25,43380047;-49,30220621;Bigorrilho
-25,51228409;-49,30208177;Capão Raso
-25,49791943;-49,30186982;Capão Raso
-25,45753875;-49,30179528;Vila Izabel
-25,45098055;-49,30165847;Seminário
-25,45846628;-49,3013447;Vila Izabel
-25,38642;-49,30124195;Pilarzinho
-25,47519238;-49,30123943;Portão
-25,43342448;-49,30121133;Bigorrilho
-25,51229273;-49,30100971;Capão Raso
-25,4975325;-49,30090202;Novo Mundo
-25,45939382;-49,30089412;Vila Izabel
-25,45061186;-49,30070101;Seminário
-25,46032136;-49,30044353;Portão
-25,43304848;-49,30021644;Bigorrilho
-25,38616314;-49,30021198;Pilarzinho
-25,47490721;-49,30020565;Portão
-25,46124889;-49,29999295;Portão
-25,51230137;-49,29993764;Capão Raso
-25,49714557;-49,29993422;Novo Mundo
-25,45024318;-49,29974354;Seminário
-25,46217643;-49,29954237;Vila Izabel
-25,52984983;-49,2993641;Pinheirinho
-25,43267249;-49,29922155;Bigorrilho
-25,38590627;-49,29918201;Pilarzinho
-25,47462205;-49,29917187;Portão
-25,46310396;-49,29909178;Vila Izabel
-25,53079212;-49,29898737;Pinheirinho
-25,49675864;-49,29896642;Novo Mundo
-25,51231;-49,29886557;Capão Raso
-25,4498745;-49,29878608;Seminário
-25,4640315;-49,2986412;Vila Izabel
-25,53173442;-49,29861063;Pinheirinho
